record_ID,units_sold
215477,12.0
215479,19.0
215481,17.0
215483,19.0
215487,106.0
215488,72.0
215489,41.0
215490,50.0
215491,66.0
215492,57.0
215496,63.0
215497,41.0
215498,62.0
215499,22.0
215500,8.0
215501,56.0
215502,51.0
215504,7.0
215505,9.0
215506,22.0
215509,62.0
215510,27.0
215513,35.0
215514,41.0
215517,49.0
215518,27.0
215519,43.0
215521,35.0
215522,26.0
215523,92.0
215526,12.0
215529,139.0
215530,78.0
215531,38.0
215533,55.0
215534,70.0
215535,80.0
215538,85.0
215539,47.0
215540,79.0
215541,33.0
215543,47.0
215544,47.0
215545,173.0
215547,9.0
215548,24.0
215550,22.0
215551,17.0
215556,37.0
215557,17.0
215560,20.0
215561,66.0
215562,17.0
215563,36.0
215564,8.0
215566,18.0
215568,162.0
215570,14.0
215573,32.0
215574,27.0
215577,16.0
215578,15.0
215580,53.0
215581,22.0
215582,41.0
215583,18.0
215584,14.0
215585,38.0
215586,36.0
215587,109.0
215589,9.0
215590,15.0
215591,8.0
215592,13.0
215593,12.0
215597,26.0
215598,54.0
215599,22.0
215600,50.0
215601,48.0
215602,44.0
215603,48.0
215604,27.0
215605,26.0
215608,25.0
215609,29.0
215610,124.0
215613,149.0
215614,77.0
215615,46.0
215616,26.0
215617,15.0
215618,94.0
215619,127.0
215620,126.0
215622,31.0
215623,20.0
215624,172.0
215625,98.0
215626,161.0
215627,30.0
215628,17.0
215631,90.0
215632,79.0
215633,180.0
215635,21.0
215636,35.0
215637,7.0
215638,30.0
215639,22.0
215641,51.0
215642,37.0
215643,16.0
215645,48.0
215646,49.0
215647,45.0
215648,49.0
215651,36.0
215652,49.0
215653,54.0
215654,63.0
215655,40.0
215656,188.0
215658,20.0
215659,14.0
215660,75.0
215661,68.0
215662,28.0
215663,41.0
215664,45.0
215665,53.0
215669,43.0
215670,64.0
215671,58.0
215672,77.0
215673,56.0
215677,18.0
215678,4.0
215680,189.0
215681,126.0
215682,83.0
215685,122.0
215686,133.0
215687,123.0
215688,19.0
215691,156.0
215692,83.0
215693,147.0
215694,28.0
215698,96.0
215699,119.0
215700,509.0
215702,21.0
215703,36.0
215704,27.0
215707,68.0
215708,62.0
215709,18.0
215710,24.0
215711,45.0
215712,53.0
215713,45.0
215714,34.0
215715,46.0
215716,110.0
215717,32.0
215718,50.0
215719,36.0
215720,27.0
215722,54.0
215723,75.0
215724,284.0
215726,19.0
215727,44.0
215728,6.0
215730,17.0
215734,49.0
215735,23.0
215736,28.0
215737,31.0
215738,62.0
215739,28.0
215740,24.0
215741,5.0
215742,46.0
215743,70.0
215744,188.0
215747,19.0
215749,59.0
215750,72.0
215752,23.0
215753,47.0
215754,24.0
215756,53.0
215758,42.0
215759,22.0
215760,24.0
215762,19.0
215763,20.0
215764,136.0
215767,36.0
215768,37.0
215769,7.0
215770,29.0
215771,54.0
215772,56.0
215773,36.0
215774,43.0
215775,40.0
215776,72.0
215777,26.0
215778,35.0
215779,20.0
215780,14.0
215781,38.0
215782,36.0
215783,182.0
215785,17.0
215786,25.0
215788,132.0
215789,99.0
215790,32.0
215791,53.0
215792,64.0
215793,82.0
215795,20.0
215796,79.0
215797,37.0
215798,77.0
215799,19.0
215800,11.0
215801,72.0
215802,49.0
215805,11.0
215806,28.0
215812,56.0
215813,43.0
215814,15.0
215815,58.0
215816,64.0
215817,78.0
215821,58.0
215822,41.0
215823,74.0
215824,66.0
215825,39.0
215828,11.0
215829,5.0
215830,32.0
215831,24.0
215832,10.0
215833,48.0
215834,66.0
215835,26.0
215839,74.0
215840,50.0
215841,77.0
215842,53.0
215843,126.0
215844,196.0
215846,24.0
215847,23.0
215850,32.0
215852,15.0
215853,34.0
215854,27.0
215855,12.0
215858,65.0
215859,19.0
215860,52.0
215861,19.0
215862,17.0
215863,38.0
215864,51.0
215865,124.0
215866,9.0
215867,14.0
215868,21.0
215870,11.0
215872,135.0
215873,83.0
215874,53.0
215877,62.0
215878,74.0
215879,86.0
215882,98.0
215883,54.0
215884,100.0
215885,17.0
215886,9.0
215888,80.0
215889,62.0
215890,241.0
215892,13.0
215893,29.0
215895,12.0
215898,13.0
215899,34.0
215900,14.0
215902,22.0
215903,43.0
215904,27.0
215908,71.0
215909,24.0
215910,43.0
215911,21.0
215912,17.0
215913,37.0
215914,46.0
215915,146.0
215918,18.0
215919,13.0
215920,13.0
215921,13.0
215922,16.0
215923,33.0
215924,30.0
215925,15.0
215929,17.0
215930,44.0
215933,14.0
215934,134.0
215937,181.0
215938,90.0
215939,49.0
215942,92.0
215943,105.0
215944,111.0
215947,24.0
215948,102.0
215949,73.0
215950,100.0
215951,18.0
215952,10.0
215953,82.0
215954,60.0
215955,242.0
215957,10.0
215958,21.0
215959,20.0
215962,112.0
215963,111.0
215964,39.0
215965,5.0
215967,27.0
215968,63.0
215969,34.0
215970,18.0
215971,24.0
215972,18.0
215973,67.0
215974,34.0
215975,43.0
215976,20.0
215977,16.0
215978,45.0
215979,54.0
215980,197.0
215981,14.0
215982,19.0
215983,22.0
215985,6.0
215986,14.0
215987,38.0
215988,45.0
215989,38.0
215992,34.0
215993,30.0
215994,10.0
215995,14.0
215997,71.0
215998,27.0
215999,33.0
216000,12.0
216001,8.0
216003,32.0
216004,58.0
216005,133.0
216007,18.0
216008,21.0
216010,5.0
216011,6.0
216012,13.0
216013,246.0
216014,185.0
216015,78.0
216016,17.0
216018,123.0
216019,146.0
216020,201.0
216024,220.0
216025,104.0
216026,185.0
216027,34.0
216028,23.0
216030,121.0
216031,92.0
216032,322.0
216033,11.0
216034,21.0
216035,51.0
216036,73.0
216037,45.0
216039,11.0
216040,91.0
216041,82.0
216042,57.0
216043,65.0
216044,58.0
216047,18.0
216048,51.0
216049,34.0
216050,57.0
216051,14.0
216052,8.0
216053,54.0
216054,34.0
216057,8.0
216058,17.0
216062,199.0
216063,109.0
216064,73.0
216065,12.0
216067,119.0
216068,135.0
216069,116.0
216071,140.0
216072,152.0
216073,142.0
216074,25.0
216075,11.0
216077,93.0
216078,77.0
216080,11.0
216081,14.0
216082,26.0
216084,32.0
216087,46.0
216091,20.0
216092,28.0
216093,34.0
216094,14.0
216095,16.0
216096,26.0
216097,53.0
216098,25.0
216099,40.0
216100,16.0
216101,11.0
216103,44.0
216104,46.0
216105,107.0
216106,15.0
216107,16.0
216108,22.0
216109,35.0
216110,30.0
216112,9.0
216113,21.0
216114,26.0
216115,11.0
216118,41.0
216119,17.0
216120,34.0
216121,12.0
216124,32.0
216125,90.0
216128,13.0
216131,49.0
216132,31.0
216135,18.0
216136,52.0
216137,49.0
216138,10.0
216141,96.0
216142,42.0
216143,77.0
216144,25.0
216145,25.0
216147,50.0
216148,62.0
216149,139.0
216150,16.0
216151,19.0
216152,25.0
216154,15.0
216155,30.0
216156,32.0
216159,18.0
216160,32.0
216161,20.0
216163,16.0
216164,32.0
216165,19.0
216166,16.0
216167,20.0
216168,27.0
216171,12.0
216176,7.0
216177,18.0
216178,27.0
216179,15.0
216180,10.0
216182,30.0
216183,13.0
216184,21.0
216186,18.0
216187,14.0
216190,8.0
216191,116.0
216192,73.0
216193,36.0
216195,67.0
216196,88.0
216197,83.0
216200,68.0
216201,46.0
216202,73.0
216203,10.0
216205,73.0
216206,34.0
216207,181.0
216208,8.0
216209,12.0
216210,28.0
216211,10.0
216213,68.0
216214,69.0
216215,10.0
216217,33.0
216218,39.0
216219,26.0
216223,36.0
216224,52.0
216225,44.0
216226,37.0
216227,50.0
216228,262.0
216229,6.0
216231,17.0
216232,38.0
216233,32.0
216236,20.0
216237,19.0
216241,65.0
216242,26.0
216243,61.0
216244,15.0
216245,13.0
216246,36.0
216247,49.0
216248,127.0
216250,12.0
216251,15.0
216254,65.0
216255,74.0
216256,29.0
216258,29.0
216259,53.0
216260,40.0
216261,15.0
216262,20.0
216263,22.0
216264,97.0
216265,33.0
216266,59.0
216267,23.0
216268,19.0
216270,54.0
216271,58.0
216272,214.0
216273,13.0
216274,14.0
216275,40.0
216276,48.0
216278,20.0
216279,15.0
216282,21.0
216283,18.0
216287,25.0
216288,11.0
216289,12.0
216292,17.0
216293,64.0
216296,12.0
216297,146.0
216298,103.0
216299,67.0
216301,61.0
216302,71.0
216303,87.0
216307,102.0
216308,53.0
216309,93.0
216310,21.0
216311,18.0
216312,73.0
216313,104.0
216314,184.0
216315,5.0
216316,7.0
216317,24.0
216319,17.0
216324,129.0
216325,87.0
216326,49.0
216329,75.0
216330,88.0
216331,78.0
216332,25.0
216335,66.0
216336,54.0
216337,75.0
216340,72.0
216341,31.0
216342,345.0
216344,8.0
216345,16.0
216346,35.0
216348,81.0
216349,70.0
216350,34.0
216352,23.0
216353,48.0
216354,50.0
216355,14.0
216356,13.0
216357,16.0
216358,75.0
216359,29.0
216360,52.0
216361,26.0
216362,22.0
216363,44.0
216364,63.0
216365,151.0
216366,15.0
216367,24.0
216368,31.0
216369,40.0
216370,9.0
216372,18.0
216373,35.0
216374,28.0
216376,15.0
216377,32.0
216378,32.0
216379,27.0
216381,23.0
216382,47.0
216383,20.0
216384,24.0
216385,28.0
216386,32.0
216387,112.0
216389,15.0
216390,16.0
216391,6.0
216399,28.0
216403,80.0
216404,44.0
216405,24.0
216407,34.0
216408,38.0
216409,51.0
216411,50.0
216412,24.0
216413,50.0
216414,13.0
216416,40.0
216417,28.0
216418,128.0
216421,16.0
216423,8.0
216424,54.0
216425,36.0
216426,13.0
216427,29.0
216428,27.0
216429,11.0
216430,57.0
216431,29.0
216432,40.0
216433,16.0
216434,14.0
216435,41.0
216436,34.0
216437,85.0
216438,16.0
216439,18.0
216440,21.0
216443,21.0
216444,40.0
216445,191.0
216446,160.0
216447,94.0
216450,85.0
216451,111.0
216452,98.0
216455,24.0
216456,134.0
216457,70.0
216458,133.0
216459,26.0
216463,73.0
216464,67.0
216465,323.0
216467,10.0
216468,27.0
216470,22.0
216471,8.0
216473,12.0
216475,15.0
216476,29.0
216478,8.0
216480,56.0
216481,24.0
216482,16.0
216483,19.0
216484,80.0
216485,141.0
216491,86.0
216492,71.0
216493,41.0
216495,55.0
216496,55.0
216497,71.0
216501,51.0
216502,37.0
216503,60.0
216506,45.0
216507,34.0
216509,7.0
216511,18.0
216512,10.0
216514,118.0
216515,78.0
216516,34.0
216517,47.0
216518,67.0
216519,71.0
216521,77.0
216522,36.0
216523,79.0
216524,23.0
216525,18.0
216526,75.0
216527,44.0
216528,197.0
216530,6.0
216531,25.0
216532,37.0
216533,18.0
216536,14.0
216541,31.0
216544,10.0
216545,48.0
216546,151.0
216549,13.0
216551,47.0
216552,26.0
216554,6.0
216555,29.0
216556,68.0
216557,31.0
216558,13.0
216559,11.0
216561,107.0
216562,41.0
216563,79.0
216564,23.0
216565,21.0
216568,49.0
216569,47.0
216570,112.0
216572,17.0
216573,23.0
216577,30.0
216579,11.0
216580,21.0
216581,55.0
216582,28.0
216584,20.0
216585,21.0
216586,39.0
216587,25.0
216588,24.0
216590,9.0
216591,29.0
216592,23.0
216593,144.0
216596,171.0
216597,105.0
216598,28.0
216601,67.0
216602,87.0
216603,110.0
216606,20.0
216607,95.0
216608,45.0
216609,105.0
216610,12.0
216611,5.0
216612,70.0
216613,48.0
216614,267.0
216616,15.0
216617,19.0
216619,7.0
216622,196.0
216623,39.0
216624,7.0
216627,13.0
216628,52.0
216629,26.0
216630,11.0
216631,12.0
216632,12.0
216633,55.0
216634,22.0
216635,32.0
216636,9.0
216637,8.0
216639,54.0
216640,98.0
216641,13.0
216642,12.0
216643,17.0
216645,80.0
216646,75.0
216647,23.0
216648,18.0
216649,33.0
216650,43.0
216651,16.0
216652,15.0
216653,20.0
216654,62.0
216655,21.0
216656,34.0
216657,14.0
216658,12.0
216659,43.0
216660,45.0
216661,137.0
216663,13.0
216664,19.0
216666,8.0
216667,29.0
216668,36.0
216670,22.0
216671,56.0
216672,24.0
216675,48.0
216676,20.0
216677,34.0
216680,26.0
216681,24.0
216685,8.0
216686,8.0
216687,9.0
216688,15.0
216689,71.0
216690,58.0
216691,24.0
216692,21.0
216693,35.0
216694,27.0
216695,10.0
216696,8.0
216697,9.0
216698,42.0
216699,15.0
216700,29.0
216702,12.0
216703,32.0
216704,28.0
216705,144.0
216708,11.0
216709,8.0
216711,13.0
216712,71.0
216713,56.0
216714,31.0
216716,33.0
216717,36.0
216718,45.0
216721,20.0
216722,39.0
216723,25.0
216724,38.0
216725,37.0
216726,14.0
216731,61.0
216732,39.0
216733,33.0
216734,40.0
216735,42.0
216738,34.0
216739,28.0
216740,47.0
216743,33.0
216744,14.0
216748,12.0
216749,66.0
216750,41.0
216751,17.0
216753,32.0
216754,43.0
216755,44.0
216756,66.0
216757,45.0
216758,73.0
216761,37.0
216762,49.0
216763,220.0
216765,9.0
216766,11.0
216767,5.0
216768,24.0
216771,22.0
216772,23.0
216773,15.0
216774,25.0
216779,33.0
216780,22.0
216782,20.0
216783,38.0
216784,93.0
216787,39.0
216788,35.0
216789,7.0
216791,15.0
216793,41.0
216794,15.0
216795,31.0
216796,15.0
216797,11.0
216798,28.0
216799,25.0
216800,69.0
216803,12.0
216805,16.0
216807,44.0
216808,50.0
216809,28.0
216810,10.0
216812,22.0
216813,27.0
216814,33.0
216815,13.0
216817,18.0
216818,60.0
216819,26.0
216820,32.0
216822,7.0
216823,31.0
216824,46.0
216825,111.0
216827,16.0
216828,17.0
216831,27.0
216836,37.0
216837,16.0
216838,14.0
216839,22.0
216840,17.0
216841,42.0
216842,17.0
216843,25.0
216844,19.0
216845,26.0
216849,11.0
216850,30.0
216851,28.0
216852,13.0
216853,13.0
216854,30.0
216855,14.0
216856,9.0
216857,22.0
216858,60.0
216859,18.0
216860,28.0
216861,12.0
216864,48.0
216865,126.0
216868,16.0
216870,57.0
216871,44.0
216874,24.0
216875,30.0
216876,30.0
216877,15.0
216878,13.0
216879,13.0
216880,53.0
216881,27.0
216882,39.0
216883,22.0
216884,15.0
216885,44.0
216886,33.0
216887,146.0
216889,7.0
216890,15.0
216891,17.0
216892,158.0
216893,132.0
216894,40.0
216896,81.0
216897,93.0
216898,86.0
216901,24.0
216902,81.0
216903,65.0
216904,80.0
216905,69.0
216906,46.0
216910,20.0
216914,48.0
216915,34.0
216916,12.0
216918,15.0
216919,30.0
216920,20.0
216923,44.0
216924,21.0
216925,32.0
216926,20.0
216927,16.0
216928,35.0
216929,26.0
216933,12.0
216935,29.0
216936,21.0
216938,5.0
216939,34.0
216940,70.0
216941,26.0
216944,59.0
216945,33.0
216946,30.0
216948,22.0
216949,78.0
216950,295.0
216953,17.0
216956,48.0
216957,51.0
216958,26.0
216960,27.0
216961,55.0
216962,39.0
216963,22.0
216964,20.0
216965,22.0
216966,50.0
216967,37.0
216968,44.0
216969,13.0
216971,38.0
216972,29.0
216973,147.0
216974,13.0
216975,17.0
216976,18.0
216978,50.0
216979,42.0
216982,26.0
216983,39.0
216984,38.0
216986,37.0
216987,26.0
216988,37.0
216991,42.0
216995,11.0
216998,73.0
216999,77.0
217000,17.0
217002,41.0
217003,54.0
217004,52.0
217008,49.0
217009,48.0
217010,57.0
217011,64.0
217012,46.0
217013,276.0
217016,14.0
217018,192.0
217019,114.0
217020,68.0
217023,71.0
217024,84.0
217025,103.0
217027,113.0
217028,66.0
217029,99.0
217030,30.0
217031,24.0
217033,79.0
217034,60.0
217035,294.0
217036,11.0
217037,14.0
217038,38.0
217039,62.0
217040,23.0
217043,220.0
217044,152.0
217045,62.0
217046,10.0
217048,97.0
217049,101.0
217050,118.0
217054,106.0
217055,63.0
217056,93.0
217057,15.0
217058,11.0
217060,79.0
217061,55.0
217062,268.0
217063,8.0
217064,15.0
217065,24.0
217067,14.0
217071,27.0
217072,24.0
217073,14.0
217074,7.0
217075,19.0
217076,48.0
217077,22.0
217080,66.0
217081,27.0
217082,26.0
217083,5.0
217084,29.0
217086,188.0
217089,15.0
217091,31.0
217092,29.0
217094,15.0
217095,32.0
217096,17.0
217099,37.0
217100,20.0
217101,14.0
217104,21.0
217105,40.0
217106,135.0
217108,8.0
217109,12.0
217110,9.0
217113,12.0
217115,18.0
217117,17.0
217119,15.0
217123,109.0
217124,75.0
217125,40.0
217126,50.0
217127,63.0
217128,58.0
217132,62.0
217133,41.0
217134,62.0
217135,19.0
217136,8.0
217137,54.0
217138,50.0
217140,6.0
217141,8.0
217142,19.0
217145,64.0
217146,28.0
217149,33.0
217150,38.0
217153,49.0
217154,26.0
217155,51.0
217158,35.0
217159,17.0
217160,83.0
217163,12.0
217166,149.0
217167,81.0
217168,39.0
217170,52.0
217171,69.0
217172,82.0
217175,83.0
217176,49.0
217177,74.0
217178,31.0
217180,45.0
217181,45.0
217182,157.0
217184,8.0
217185,22.0
217187,20.0
217188,30.0
217193,26.0
217194,16.0
217196,12.0
217197,59.0
217198,18.0
217199,48.0
217200,7.0
217202,13.0
217204,130.0
217206,12.0
217209,37.0
217210,36.0
217213,13.0
217214,14.0
217216,48.0
217217,19.0
217218,40.0
217219,17.0
217220,14.0
217221,38.0
217222,35.0
217223,110.0
217225,8.0
217226,15.0
217228,7.0
217229,24.0
217230,11.0
217233,21.0
217234,40.0
217235,17.0
217236,11.0
217237,12.0
217238,11.0
217239,45.0
217240,28.0
217241,21.0
217244,23.0
217245,26.0
217246,169.0
217249,150.0
217250,78.0
217251,46.0
217252,23.0
217253,15.0
217254,94.0
217255,133.0
217256,129.0
217258,13.0
217259,19.0
217260,165.0
217261,100.0
217262,154.0
217263,28.0
217264,16.0
217267,89.0
217268,75.0
217269,170.0
217271,20.0
217272,33.0
217273,53.0
217274,25.0
217275,19.0
217277,51.0
217278,36.0
217279,17.0
217281,47.0
217282,48.0
217283,43.0
217284,20.0
217287,34.0
217288,47.0
217289,57.0
217290,64.0
217291,32.0
217292,168.0
217294,15.0
217295,13.0
217296,84.0
217297,63.0
217298,24.0
217299,37.0
217300,44.0
217301,38.0
217305,41.0
217306,61.0
217307,59.0
217308,73.0
217309,54.0
217313,15.0
217314,4.0
217316,191.0
217317,119.0
217318,87.0
217321,126.0
217322,130.0
217323,140.0
217324,16.0
217327,149.0
217328,81.0
217329,139.0
217330,25.0
217334,93.0
217335,115.0
217336,634.0
217338,16.0
217339,34.0
217340,24.0
217343,79.0
217344,69.0
217345,25.0
217346,24.0
217347,40.0
217348,51.0
217349,29.0
217350,26.0
217351,19.0
217352,102.0
217353,32.0
217354,46.0
217355,35.0
217356,26.0
217358,55.0
217359,75.0
217360,174.0
217362,16.0
217363,33.0
217364,45.0
217366,17.0
217370,38.0
217371,21.0
217372,16.0
217373,15.0
217374,59.0
217375,29.0
217376,25.0
217377,4.0
217378,46.0
217379,67.0
217380,214.0
217383,16.0
217385,66.0
217386,76.0
217388,19.0
217389,42.0
217390,22.0
217392,16.0
217394,38.0
217395,23.0
217396,18.0
217398,18.0
217399,20.0
217400,154.0
217403,50.0
217404,51.0
217405,14.0
217407,28.0
217408,49.0
217409,54.0
217410,15.0
217411,18.0
217412,20.0
217413,66.0
217414,26.0
217415,34.0
217416,18.0
217417,13.0
217418,38.0
217419,34.0
217420,206.0
217422,13.0
217423,16.0
217425,141.0
217426,98.0
217427,28.0
217428,50.0
217429,61.0
217430,85.0
217432,21.0
217433,76.0
217434,37.0
217435,74.0
217436,16.0
217437,10.0
217438,66.0
217439,43.0
217442,9.0
217443,26.0
217449,58.0
217450,44.0
217451,15.0
217452,55.0
217453,64.0
217454,57.0
217458,57.0
217459,39.0
217460,69.0
217461,64.0
217462,34.0
217465,9.0
217466,4.0
217467,36.0
217468,24.0
217469,9.0
217470,44.0
217471,61.0
217472,25.0
217476,75.0
217477,50.0
217478,72.0
217479,40.0
217480,123.0
217481,196.0
217483,19.0
217484,20.0
217487,45.0
217489,11.0
217490,30.0
217491,25.0
217492,6.0
217495,59.0
217496,20.0
217497,44.0
217498,19.0
217499,17.0
217500,37.0
217501,47.0
217502,120.0
217503,8.0
217504,12.0
217505,19.0
217507,10.0
217509,136.0
217510,87.0
217511,46.0
217514,63.0
217515,75.0
217516,87.0
217519,88.0
217520,50.0
217521,95.0
217522,15.0
217523,8.0
217525,77.0
217526,49.0
217527,270.0
217529,12.0
217530,29.0
217532,10.0
217535,16.0
217536,42.0
217537,18.0
217539,20.0
217540,35.0
217541,26.0
217545,63.0
217546,26.0
217547,37.0
217548,20.0
217549,16.0
217550,36.0
217551,47.0
217552,154.0
217555,14.0
217556,12.0
217557,12.0
217558,13.0
217559,21.0
217560,36.0
217561,38.0
217562,19.0
217566,48.0
217567,46.0
217570,14.0
217571,55.0
217574,180.0
217575,91.0
217576,55.0
217579,90.0
217580,114.0
217581,133.0
217584,26.0
217585,302.0
217586,73.0
217587,106.0
217588,23.0
217589,11.0
217590,92.0
217591,75.0
217592,40.0
217594,18.0
217595,40.0
217596,21.0
217599,88.0
217600,95.0
217601,27.0
217602,19.0
217604,25.0
217605,64.0
217606,42.0
217607,20.0
217608,26.0
217609,20.0
217610,190.0
217611,32.0
217612,38.0
217613,21.0
217614,17.0
217615,44.0
217616,49.0
217617,28.0
217618,8.0
217619,14.0
217620,17.0
217622,6.0
217623,5.0
217624,18.0
217625,44.0
217626,37.0
217629,33.0
217630,34.0
217631,12.0
217632,17.0
217634,109.0
217635,25.0
217636,30.0
217637,13.0
217638,10.0
217640,33.0
217641,57.0
217642,29.0
217644,19.0
217645,22.0
217647,5.0
217648,3.0
217649,9.0
217650,289.0
217651,212.0
217652,80.0
217653,50.0
217655,124.0
217656,152.0
217657,214.0
217661,418.0
217662,107.0
217663,220.0
217664,35.0
217665,24.0
217667,129.0
217668,97.0
217669,48.0
217670,19.0
217671,36.0
217672,72.0
217673,86.0
217674,48.0
217676,11.0
217677,92.0
217678,71.0
217680,57.0
217681,59.0
217682,75.0
217685,16.0
217686,166.0
217687,34.0
217688,60.0
217689,15.0
217690,8.0
217691,57.0
217692,31.0
217695,17.0
217696,29.0
217700,202.0
217701,110.0
217702,73.0
217703,27.0
217705,123.0
217706,143.0
217707,140.0
217709,363.0
217710,82.0
217711,138.0
217712,27.0
217713,12.0
217715,100.0
217716,81.0
217718,20.0
217719,28.0
217720,45.0
217722,33.0
217725,45.0
217729,19.0
217730,29.0
217731,40.0
217732,15.0
217733,16.0
217734,18.0
217735,104.0
217736,26.0
217737,38.0
217738,16.0
217739,10.0
217741,44.0
217742,46.0
217743,26.0
217744,17.0
217745,17.0
217746,23.0
217747,38.0
217748,30.0
217750,9.0
217751,22.0
217752,28.0
217753,12.0
217756,85.0
217757,19.0
217758,26.0
217759,12.0
217761,36.0
217762,25.0
217765,15.0
217768,49.0
217769,32.0
217772,19.0
217773,49.0
217774,58.0
217775,11.0
217778,200.0
217779,43.0
217780,76.0
217781,27.0
217782,25.0
217784,49.0
217785,62.0
217786,27.0
217787,12.0
217788,16.0
217789,20.0
217791,16.0
217792,16.0
217793,26.0
217796,17.0
217797,39.0
217798,24.0
217800,18.0
217801,106.0
217802,21.0
217803,16.0
217804,22.0
217805,40.0
217808,12.0
217813,14.0
217814,15.0
217815,30.0
217816,17.0
217817,10.0
217819,67.0
217820,14.0
217821,19.0
217824,20.0
217825,14.0
217828,7.0
217829,120.0
217830,73.0
217831,33.0
217833,69.0
217834,93.0
217835,94.0
217838,236.0
217839,48.0
217840,68.0
217841,10.0
217843,78.0
217844,29.0
217845,32.0
217846,19.0
217847,23.0
217848,43.0
217849,10.0
217851,76.0
217852,80.0
217853,15.0
217855,39.0
217856,43.0
217857,31.0
217861,135.0
217862,58.0
217863,49.0
217864,44.0
217865,44.0
217866,23.0
217867,15.0
217869,29.0
217870,39.0
217871,33.0
217874,22.0
217875,23.0
217879,129.0
217880,26.0
217881,55.0
217882,16.0
217883,14.0
217884,36.0
217885,47.0
217886,25.0
217888,12.0
217889,16.0
217892,69.0
217893,76.0
217894,31.0
217896,29.0
217897,56.0
217898,48.0
217899,18.0
217900,23.0
217901,27.0
217902,267.0
217903,34.0
217904,58.0
217905,24.0
217906,21.0
217908,56.0
217909,51.0
217910,35.0
217911,14.0
217912,13.0
217913,30.0
217914,50.0
217916,21.0
217917,15.0
217921,22.0
217922,20.0
217926,79.0
217927,13.0
217928,12.0
217931,16.0
217932,12.0
217935,13.0
217936,147.0
217937,104.0
217938,69.0
217940,65.0
217941,75.0
217942,94.0
217946,219.0
217947,51.0
217948,87.0
217949,22.0
217950,18.0
217951,75.0
217952,49.0
217953,86.0
217954,9.0
217955,14.0
217956,38.0
217958,19.0
217963,132.0
217964,99.0
217965,52.0
217968,79.0
217969,100.0
217970,89.0
217971,21.0
217974,251.0
217975,54.0
217976,73.0
217979,73.0
217980,28.0
217981,42.0
217983,23.0
217984,36.0
217985,19.0
217987,84.0
217988,76.0
217989,37.0
217991,22.0
217992,48.0
217993,61.0
217994,16.0
217995,14.0
217996,18.0
217997,164.0
217998,28.0
217999,51.0
218000,27.0
218001,24.0
218002,44.0
218003,63.0
218004,30.0
218005,10.0
218006,25.0
218007,28.0
218008,46.0
218009,9.0
218011,11.0
218012,36.0
218013,28.0
218015,17.0
218016,33.0
218017,35.0
218018,34.0
218020,25.0
218021,88.0
218022,21.0
218023,23.0
218024,29.0
218025,31.0
218026,24.0
218028,16.0
218029,17.0
218030,7.0
218038,29.0
218042,76.0
218043,44.0
218044,26.0
218046,33.0
218047,44.0
218048,65.0
218050,144.0
218051,24.0
218052,48.0
218053,16.0
218055,41.0
218056,27.0
218057,13.0
218060,27.0
218062,8.0
218063,86.0
218064,61.0
218065,12.0
218066,28.0
218067,31.0
218068,11.0
218069,112.0
218070,26.0
218071,36.0
218072,16.0
218073,14.0
218074,40.0
218075,34.0
218076,23.0
218077,11.0
218078,15.0
218079,21.0
218082,8.0
218083,19.0
218084,192.0
218085,158.0
218086,92.0
218089,66.0
218090,116.0
218091,114.0
218094,25.0
218095,363.0
218096,69.0
218097,137.0
218098,28.0
218102,75.0
218103,70.0
218104,32.0
218106,18.0
218107,45.0
218109,21.0
218110,8.0
218112,11.0
218114,13.0
218115,32.0
218117,11.0
218119,113.0
218120,31.0
218121,16.0
218122,22.0
218123,79.0
218124,36.0
218130,88.0
218131,74.0
218132,43.0
218134,59.0
218135,59.0
218136,82.0
218140,166.0
218141,36.0
218142,61.0
218145,45.0
218146,32.0
218148,12.0
218150,34.0
218151,9.0
218153,117.0
218154,79.0
218155,37.0
218156,51.0
218157,69.0
218158,83.0
218160,190.0
218161,37.0
218162,74.0
218163,25.0
218164,18.0
218165,79.0
218166,39.0
218167,18.0
218169,14.0
218170,38.0
218171,36.0
218172,20.0
218175,14.0
218180,77.0
218183,10.0
218184,48.0
218185,27.0
218188,14.0
218190,46.0
218191,26.0
218193,17.0
218194,30.0
218195,70.0
218196,37.0
218197,14.0
218198,12.0
218200,169.0
218201,43.0
218202,87.0
218203,23.0
218204,22.0
218207,51.0
218208,41.0
218209,19.0
218211,18.0
218212,25.0
218216,34.0
218218,9.0
218219,21.0
218220,56.0
218221,34.0
218223,23.0
218224,23.0
218225,131.0
218226,26.0
218227,23.0
218228,10.0
218229,33.0
218230,23.0
218231,12.0
218234,181.0
218235,108.0
218236,29.0
218239,68.0
218240,85.0
218241,123.0
218244,22.0
218245,242.0
218246,45.0
218247,97.0
218248,13.0
218249,6.0
218250,72.0
218251,41.0
218252,19.0
218254,27.0
218255,33.0
218257,7.0
218260,191.0
218261,39.0
218262,8.0
218265,13.0
218266,43.0
218267,28.0
218268,12.0
218269,12.0
218270,12.0
218271,136.0
218272,23.0
218273,30.0
218274,11.0
218275,9.0
218277,54.0
218278,30.0
218279,13.0
218280,12.0
218281,18.0
218283,88.0
218284,78.0
218285,25.0
218286,17.0
218287,34.0
218288,45.0
218289,18.0
218290,16.0
218291,20.0
218292,130.0
218293,20.0
218294,32.0
218295,14.0
218296,13.0
218297,42.0
